,Tanggal Tweet,Username,Tweet,Sentimen
222,2022-09-13 08:19:27+00:00,ZilaAr_,"Rancangan Undang-Undang Perlindungan Data Pribadi (PDP) saat ini telah memasuki tingkat kedua, yakni pembahasan untuk disahkan di rapat paripurna Dewan Perwakilan Rakyat Republik Indonesia (DPR-RI).
@kemkominfo @PlateJohnny https://t.co/l9I3xGbkAP",Netral
223,2022-09-13 07:14:38+00:00,Aryprasetyo85,"Rancangan Undang-Undang Perlindungan Data Pribadi (PDP) saat ini telah memasuki tingkat kedua, yakni pembahasan untuk disahkan di rapat paripurna Dewan Perwakilan Rakyat Republik Indonesia (DPR-RI).
@kemkominfo @jokowi @PlateJohnny https://t.co/eeh9Muup1n",Netral
224,2022-09-13 06:59:08+00:00,babegalak1,"Rancangan Undang-Undang Perlindungan Data Pribadi (PDP) saat ini telah memasuki tingkat kedua, yakni pembahasan untuk disahkan di rapat paripurna Dewan Perwakilan Rakyat Republik Indonesia (DPR-RI).
@PlateJohnny 
@kemkominfo https://t.co/yJEoKk6rKk",Netral
225,2022-09-13 06:46:16+00:00,CryptoKuta,"Menkominfo Johnny G.Plate : 

“Mudah-mudahan nanti dengan disahkannya RUU PDP menjadi undang-undang PDP akan ada payung hukum baru yang lebih baik untuk menjaga ruang digital kita”

@PlateJohnny @jokowi @kemkominfo https://t.co/OnHmwklGjT",Positif
226,2022-09-13 06:34:49+00:00,Vaya7z,"@hyang_wisnu @BSSN_RI @setkabgoid @PlateJohnny @jokowi @kemkominfo Koordinasi dengan PSE juga 👍
@PlateJohnny 
@kemkominfo",Positif
227,2022-09-13 06:31:42+00:00,Spy_Zone85,"Mudah-mudahan nanti dengan disahkannya RUU PDP menjadi undang-undang PDP akan ada payung hukum baru yang lebih baik untuk menjaga ruang digital kita.
@kemkominfo @PlateJohnny @jokowi https://t.co/B2kx6CCT1k",Positif
228,2022-09-13 00:34:01+00:00,Prabu_dasamuka,"BSSN menyampaikan bahwa pihaknya telah melakukan penelusuran terkait dugaan kebocoran data pada penyelenggara sistem elektronik (PSE) di kementerian dan lembaga. @PlateJohnny @kemkominfo @BSSN_RI @setengahmalass 
https://t.co/stPPxIGvbA",Netral
229,2022-09-12 16:49:25+00:00,SydneyX5w,"@hyang_wisnu @BSSN_RI @setkabgoid @PlateJohnny @jokowi @kemkominfo Mantap..  BSSN koordinasi dgn PSE terkait 👍
@PlateJohnny 
@kemkominfo",Positif
230,2022-09-12 14:50:55+00:00,Rendy27807864,#OpIndonesia #Hmei7 anda @PlateJohnny segera resign . Anda sangat idiot . saya minta @jokowi dan @erickthohir kerumah saya . segera telpon masbup . nanti saya bersama @geovedi akan membentuk cyber army yg paling mengerikan . saya akan undang CIA dan Mossad dalam pendidikan Intel. https://t.co/1H62m4cyQG,Negatif
231,2022-09-12 14:21:23+00:00,MelaPutih,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi @Aryprasetyo85 @miicies @Marbot_Udien @zhymme @03__nakula @DS_yantie @delArdian_ @farrel27 Kementerian @kemkominfo  dalam situasi serangan siber berfungsi sebagai pengawas untuk para Penyelenggara Sistem Elektronik (PSE). 
@PlateJohnny",Netral
232,2022-09-12 12:01:03+00:00,DSetyopribadi,"Sekalian rombak semua anggota kementerian komunikasi dan informatika yang tidak kompeten dibidangnya.

Mulai dari isu data bocor, situs judi yang terdaftar di PSE, memblokir situs-situs penting yang tidak tau tentang regulasi PSE, dll.

Tag:
@PlateJohnny 
@kemkominfo https://t.co/vIPpR5zfuk",Negatif
233,2022-09-12 11:50:19+00:00,Marbot_Udien,"@hyang_wisnu @jokowi @PlateJohnny @kemkominfo Mudah-mudahan nanti dengan disahkannya RUU PDP menjadi Undang-Undang PDP, kata Menkominfo Johnny G Plate, akan ada payung hukum baru yang lebih baik untuk menjaga ruang digital kita.
@PlateJohnny @kemkominfo",Positif
234,2022-09-12 11:15:11+00:00,Cah_Beler,"@hyang_wisnu @BSSN_RI @setkabgoid @PlateJohnny @jokowi @kemkominfo BSSN telah melakukan koordinasi dengan setiap PSE yang diduga mengalami insiden data kebocoran, termasuk dengan PSE di lingkungan Kementerian Sekretariat Negara.
@PlateJohnny @kemkominfo",Netral
235,2022-09-12 09:17:41+00:00,sonyakei_,"https://t.co/2MRVmcXfJX

BSSN telah melakukan koordinasi dengan setiap PSE yang diduga mengalami insiden data kebocoran, termasuk dengan PSE di lingkungan Kementerian Sekretariat Negara

@PlateJohnny 
@kemkominfo",Netral
236,2022-09-12 09:11:09+00:00,fauziah_sifa28,"BSSN mengatakan pihaknya telah melakukan penelusuran terkait dugaan kebocoran data pada PSE di kementerian dan lembaga.

@PlateJohnny @kemkominfo
https://t.co/9BtdpvNS5w",Netral
237,2022-09-12 09:01:04+00:00,tinqts2,"https://t.co/Sf0TDnguXb

BSSN telah melakukan koordinasi dengan setiap PSE yang diduga mengalami insiden data kebocoran, termasuk dengan PSE di lingkungan Kementerian Sekretariat Negara

@PlateJohnny 
@kemkominfo",Netral
238,2022-09-12 08:48:54+00:00,Elbarak_,"Pemerintah pusat menyediakan dukungan regulasi primer melalui Undang-Undang No 11 Tahun 2020 ttg Cipta Kerja agar struktur industri &amp; pasar menjadi lebih kuat.

Menkominfo Johnny G. Plate berharap, hal itu akan memberikan nilai tambah ekonomi digital.
@kemkominfo @PlateJohnny https://t.co/2HHWIdlxzK",Positif
239,2022-09-12 08:38:33+00:00,ZilaAr_,"BSSN bersama PSE terkait telah dan sedang melakukan upaya-upaya mitigasi cepat untuk memperkuat sistem keamanan siber guna mencegah risiko yang lebih besar pada beberapa PSE tersebut.
@kemkominfo
@PlateJohnny
https://t.co/nnOdDhyFI4",Netral
240,2022-09-12 08:36:16+00:00,Elbarak_,"BSSN telah melakukan koordinasi dengan setiap PSE yang diduga mengalami insiden data kebocoran, termasuk dengan PSE di lingkungan Kementerian Sekretariat Negara.
@kemkominfo
@PlateJohnny
https://t.co/r3CaYSy8fd",Netral
241,2022-09-12 07:57:06+00:00,Spy_Zone85,"@BSSN_RI telah melakukan koordinasi dengan setiap PSE yang diduga mengalami insiden kebocoran data, termasuk dengan PSE di lingkungan Kementerian Sekretariat Negara.

@kemkominfo @jokowi @PlateJohnny
https://t.co/9pSHeYbTxe",Netral
242,2022-09-12 07:56:37+00:00,CryptoKuta,"Jubir BSSN,Ariandi Putra :

“BSSN melakukan koordinasi dengan setiap PSE yang diduga mengalami insiden kebocoran data,termasuk dengan PSE di lingkungan Kementerian Sekretariat Negara dan Direktorat Tindak Pidana Siber Bareskrim Polri""

@PlateJohnny 

https://t.co/tMDiCWVurj",Netral
243,2022-09-12 07:55:08+00:00,Aryprasetyo85,"@BSSN_RI menyampaikan bahwa pihaknya telah melakukan penelusuran terkait dugaan kebocoran data pada penyelenggara sistem elektronik (PSE) di kementerian dan lembaga.
@kemkominfo @PlateJohnny @jokowi
https://t.co/eJwY4wqNkr",Netral
244,2022-09-12 07:49:21+00:00,Marbot_Udien,"Untuk memperkuat sistem keamanan siber guna mencegah risiko yang lebih besar, BSSN bersama PSE terkait telah dan sedang melakukan upaya-upaya mitigasi cepat.
@PlateJohnny @kemkominfo https://t.co/UFdjqnIRXO",Positif
245,2022-09-12 07:47:36+00:00,GarudaWisnu11,"BSSN bersama PSE terkait telah dan sedang melakukan upaya-upaya mitigasi cepat untuk memperkuat sistem keamanan siber guna mencegah risiko yang lebih besar pada beberapa PSE tersebut.
@PlateJohnny 
@kemkominfo https://t.co/0uZPXe1FT2",Positif
246,2022-09-12 07:46:12+00:00,Gajah_Mada01,"BSSN telah melakukan koordinasi dengan setiap PSE yang diduga mengalami insiden kebocoran data, termasuk dengan PSE di lingkungan Kementerian Sekretariat Negara.
@PlateJohnny 
@kemkominfo https://t.co/9alonbEptY",Netral
247,2022-09-12 07:39:58+00:00,babegalak1,"Konsolidasi industri telekomunikasi telah membentuk keseimbangan baru dalam eksositem digital nasional. Pemerintah telah menyediakan dukungan regulasi primer melalui Undang-Undang No 11 Tahun 2020 tentang Cipta Kerja. 
@PlateJohnny 
@kemkominfo https://t.co/QAdVBaUhuo",Positif
248,2022-09-12 07:16:52+00:00,hyang_wisnu,"BSSN Koordinasi dengan Setneg-Siber Polri Dalami Dugaan Kebocoran Data

@BSSN_RI telah melakukan koordinasi dengan setiap PSE yang diduga mengalami insiden kebocoran data, termasuk dengan PSE di lingkungan @setkabgoid 
@PlateJohnny @jokowi @kemkominfo
https://t.co/zK4TavYT1f",Netral
249,2022-09-12 06:55:57+00:00,Dewi__Ku,"@hyang_wisnu @PlateJohnny @kemkominfo Kementerian @kemkominfo  dalam situasi serangan siber berfungsi sebagai pengawas untuk para Penyelenggara Sistem Elektronik (PSE).
@PlateJohnny",Netral
250,2022-09-12 03:24:25+00:00,Fa_Gtng,"Sedikit - dikit salahkan menkominfo🙄
Akun diblokir , n'bully menkominfo , di kata'in menteri tukang blokir. 

Disuruh daftar PSE , buzzer serentak menghujat. 

Data bocor , masih tetap salahkan @PlateJohnny
Kebocoran data domain BSSN , BUKAN KOMINFO ! 

https://t.co/5KuzZWKewg",Positif
251,2022-09-11 12:52:48+00:00,putrivio3,"Komisi I DPR RI menyetujui Rancangan Undang-Undang Pelindungan Data Pribadi (RUU PDP) yang diajukan oleh Pemerintah dalam Pembahasan di Tingkat I.
@kemkominfo @PlateJohnny https://t.co/okpxcX39oT",Netral
252,2022-09-11 01:34:36+00:00,boyke_bond_Jr,"@CNNIndonesia Mekenye Jangan bikin aturan ""wajib"" kl ga bs jalanin,@platejohnny ?
PSE Privat pun diuber2 kl ga daftar bakal diblokir.
skr data pribadi penduduk 1 negara udh jebol ""Jangan Tanya Saya"".

Msh ngarep lembaga pengawas PDP dibwh pemerintah,@DPR_RI @jokowi ?
bolak balik bocor ga kapok",Negatif
253,2022-09-10 23:01:35+00:00,Rizky2Ratu,"@hyang_wisnu @kemkominfo @PlateJohnny @PlateJohnny  pun mengatakan, ""Yang tidak mengerti undang-undang dan yang melanggar undang-undang itu yang salah.
@kemkominfo",Positif
254,2022-09-10 18:38:57+00:00,gabutdoangblok,"@mojito_image @PlateJohnny Perbuatan menyebarluaskan data pribadi dengan sengaja seseorang tanpa izin melanggar Undang-undang Pasal 32 Ayat 1, 2 dan 3 Undang-Undang ITE. Aturan itu menyebutkan larangan untuk memindahkan data pribadi orang lain tanpa hak dan tanpa izin. Mohon maaf saya hanya mengingatkan🙏🏻",Negatif
255,2022-09-10 13:35:47+00:00,arinuzula,"BSSN sudah menelusuri beberapa dugaan insiden kebocoran data yg terjadi, serta melakukan validasi thdp data2 yg dipublikasikan.

Selain itu, BSSN tlh melakukan koordinasi dg setiap PSE  yg diduga mengalami insiden kebocoran data
@kemkominfo
@PlateJohnny
https://t.co/Ltgt6P5CZN",Netral
256,2022-09-10 12:52:39+00:00,RahmatDakenz0,"@bjorkanism @PlateJohnny @corbuzier undang um, dan sekalian backingin juga wkwkwkwkwk😂",Netral
257,2022-09-10 09:26:48+00:00,Marbot_Udien,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi Undang-Undang Perlindungan Data Pribadi (UU PDP) ini nantinya juga akan mengatur tentang kewajiban dan sanksi bagi tindakan- tindakan melawan hukum terhadap data pribadi.
@PlateJohnny @kemkominfo",Netral
258,2022-09-10 09:11:11+00:00,AryPrasetyo_85,"Masyarakat harus sadar kalau kondisi mereka tidak aman jika data pribadinya dibocorkan. Dalam hal ini pemerintah juga tidak bisa disalahkan lantaran undang-undang yang mengatur data pribadi belum disahkan. 
@PlateJohnny @kemkominfo @jokowi
https://t.co/i05ml471NC",Positif
259,2022-09-10 08:50:21+00:00,muchlashamidy,"Masih mau bicara tentang compliance PSE dan komentar2 irrelevant lainnya, pak @PlateJohnny? Risiko kebocoran ini bisa dialami semua orang, akibat dari pemerintah inkompeten dan tidak becus melindungi privasi warga negara (dan keamanan digital pemerintahan)!
@kemkominfo https://t.co/xMuCoumEsL",Negatif
260,2022-09-10 07:41:50+00:00,hoLLpath,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi @DivHumas_Polri @BSSN_RI Jika kominfo sdh cuci tgn bocor bkn dari Kominfo kemudian PSE n operator celular yg tanggungjwb atas data pengguna
 
Apa kominfo sbg regulator g malu g punya PDN: Sampe kpn data pengguna dititipkan disetiap PSE n operator
Siap2 saja utk cuci tangan lagi",Negatif
261,2022-09-10 04:40:02+00:00,19yudith,@hyang_wisnu @kemkominfo @jokowi Pendaftaran PSE di Indonesia adalah salah satu upaya @PlateJohnny @kemkominfo menjaga kedaulatan digital bangsa. Harus kita dukung!,Positif
262,2022-09-09 13:14:15+00:00,Cah_Beler,"@hyang_wisnu @kemkominfo @PlateJohnny @Aryprasetyo85 @Cahaya_Dfa @Dewi__Ku @03__nakula @DS_yantie @FirzaHusainID @delArdian_ Kementerian Kominfo dan Komisi I DPR RI telah menyepakati Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP) dan segera disahkan dalam pembahasan lanjutan dalam sidang paripurna DPR RI.
@PlateJohnny @kemkominfo",Netral
263,2022-09-09 11:10:22+00:00,DS_yantie,"Menkominfo @PlateJohnny pun mengapresiasi semua pihak yang terlibat dalam pembentukan RUU Pelindungan Data Pribadi atau RUU PDP yang akan segera disahkan menjadi undang-undang dalam paripurna DPR.
@kemkominfo https://t.co/wvyABmuKwz",Positif
264,2022-09-09 11:08:59+00:00,Dewi__Ku,"RUU PDP Akan Disahkan di Paripurna, Menkominfo Berikan Apresiasi

@PlateJohnny, dalam rapat kerja dengan Komisi I DPR di Jakarta, Rabu (7/9/2022) meyakini undang-undang PDP akan meningkatkan kesadaran masyarakat terhadap pentingnya perlindungan data pribadi.
@kemkominfo https://t.co/YM5iG1Z0Xu",Positif
265,2022-09-09 09:32:27+00:00,vita_AVP,"Akhirnya Komisi I DPR menyelesaikan pembahasan Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP) yang sudah cukup lama ditunggu Kominfo. Setelah diundangkan, akan menjadi rujukan bagi peraturan di bawahnya.
@kemkominfo @PlateJohnny https://t.co/AGUb5ofRHw",Netral
266,2022-09-09 07:24:49+00:00,Elbarak_,"Kominfo berharap, Rancangan Undang-Undang (RUU) Perlindungan Data Pribadi atau PDP dapat dilakukan segera. Menteri Komunikasi dan Informatika Johnny G. Plate mengatakan, RUU PDP baru saja melewati tingkat I dalam rapat bersama komisi I DPR RI.
@kemkominfo @PlateJohnny https://t.co/x9fX8CoPY6",Netral
267,2022-09-09 06:52:44+00:00,Aryprasetyo85,"Kementerian Komunikasi dan Informatika @kemkominfo berharap, Rancangan Undang – Undang (RUU) Perlindungan Data Pribadi atau PDP dapat dilakukan segera.
@PlateJohnny @jokowi
https://t.co/a0VZQbSmtp",Netral
268,2022-09-09 06:48:17+00:00,babegalak1,"Komisi I DPR RI bersama Kementerian Komunikasi dan Informatika setuju untuk membawa Rancangan Undang-Undang Pelindungan Data Pribadi  ke pembahasan tingkat selanjutnya atau Rapat Paripurna untuk segera disahkan menjadi Undang-Undang
@PlateJohnny 
@kemkominfo https://t.co/N6g8z2taY7",Netral
269,2022-09-09 06:42:01+00:00,Aryprasetyo85,"@kemkominfo dan Komisi I DPR RI telah sepakat Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP) dapat segera disahkan dengan pembahasan lanjutan di Sidang Paripur.
@jokowi @PlateJohnny https://t.co/63oFPScz2t",Netral
270,2022-09-09 05:24:49+00:00,hyang_wisnu,"Marak Kebocoran Data, Menkominfo Johnny Plate Harap RUU PDP Segera Disahkan

Kementerian Komunikasi dan Informatika @kemkominfo berharap, Rancangan Undang – Undang (RUU) Perlindungan Data Pribadi atau PDP dapat dilakukan segera.
@PlateJohnny @jokowi https://t.co/JfSSBOCW2Q",Positif
271,2022-09-09 03:55:03+00:00,GesitMikito,"@kemkominfo @PlateJohnny Jangan hina Kominfo kalian semua, tugas Kominfo yaitu cuman JaDi BuzzEr PemErInTaH... Jadi fix jangan bahas soal kebocoran data sama mereka, gelar ekonomi manajemen kok bisa mimpin TIK. Percuma ngasih anggaran gede ke project PSE tapi masih bisa dengan mudah di heck https://t.co/5x2cKZ1KfX",Negatif
272,2022-09-08 12:12:14+00:00,ZilaAr_,"@hyang_wisnu @PlateJohnny @Aryprasetyo85 @miicies @Marbot_Udien @zhymme @DS_yantie @03__nakula @farrel27 @delArdian_ @D_N4bil5 Syukur alhamdulillah, akhirnya RUU PDP di sahkan menjadi Undang Undang.
@kemkominfo",Positif
273,2022-09-08 10:44:23+00:00,DS_yantie,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi @DivHumas_Polri @BSSN_RI Seharusnya PSE ikut bertanggungjawab memastikan tidak ada data yang bocor.
@PlateJohnny @kemkominfo",Negatif
274,2022-09-08 10:26:06+00:00,Elbarak_,"@hyang_wisnu @kemkominfo @jokowi @Aryprasetyo85 @Cahaya_Dfa @Dewi__Ku @03__nakula @DS_yantie @FirzaHusainID @PlateJohnny @dedimahardi Mantap RUU PDP segera di sahkan menjadi Undang Undang.
@kemkominfo",Positif
275,2022-09-08 09:28:20+00:00,CryptoKuta,"Menteri Kominfo Johnny G. Plate : 

""Mengapresiasi semua pihak yang terlibat dalam pembentukan RUU Pelindungan Data Pribadi atau RUU PDP yang akan segera disahkan menjadi undang-undang dalam paripurna DPR""

@PlateJohnny @jokowi @kemkominfo https://t.co/xbAdanPka1",Positif
276,2022-09-08 07:26:58+00:00,CryptoKuta,"Menkominfo Johnny G Plate : 

""Yang tidak mengerti Undang Undang dan yang Melanggar undang undang itu yang salah.""

Serangan Siber bukan Tugas Kominfo, Tapi BSSN.

@PlateJohnny @kemkominfo 

https://t.co/xx0KZLYhXq https://t.co/W9hj796DEs",Positif
277,2022-09-08 07:21:01+00:00,Gajah_Mada01,"Menkominfo Johnny G Plate pun mengatakan, ""Yang tidak mengerti undang-undang dan yang melanggar undang-undang itu yang salah."" menangapi pesan hacker dengan akun Bjorka
@PlateJohnny 
@kemkominfo https://t.co/XpdtMmWGql",Positif
278,2022-09-08 06:53:48+00:00,tinqts2,"https://t.co/xE9in0l4EP
Kominfo- Komisi I DPR RI menyetujui Rancangan Undang-Undang Pelindungan Data Pribadi (RUU PDP) yang diajukan oleh Pemerintah dalam Pembahasan di Tingkat I
@PlateJohnny 
@kemkominfo",Netral
279,2022-09-08 06:49:09+00:00,tinqts2,"RUU PDP Akan Disahkan di Paripurna, Menkominfo Berikan Apresiasi

RUU PDP  akan segera disahkan menjadi undang-undang dalam paripurna DPR.
@PlateJohnny 
@kemkominfo https://t.co/EBXgB4BJTR",Netral
280,2022-09-08 06:47:16+00:00,GarudaWisnu11,"Menkominfo dalam rapat kerja dengan Komisi I DPR di Jakarta, Rabu (7/9/2022) meyakini undang-undang PDP akan meningkatkan kesadaran masyarakat terhadap pentingnya perlindungan data pribadi.
@PlateJohnny 
@kemkominfo https://t.co/ggIHBgNSBw",Netral
281,2022-09-08 06:45:52+00:00,babegalak1,"Menkominfo Johnny G. Plate mengapresiasi semua pihak yang terlibat dalam pembentukan RUU Pelindungan Data Pribadi atau RUU PDP yang akan segera disahkan menjadi undang-undang dalam paripurna DPR.
@PlateJohnny 
@kemkominfo https://t.co/gTRxrYx4FK",Positif
282,2022-09-08 06:28:58+00:00,Prabu_dasamuka,"Komisi I DPR RI menyetujui Rancangan Undang-Undang Pelindungan Data Pribadi (RUU PDP) yang diajukan oleh Pemerintah dalam Pembahasan di Tingkat I. @PlateJohnny @kemkominfo @setengahmalass 
https://t.co/wDWCOqG9mA",Netral
283,2022-09-08 06:11:58+00:00,tb_aank,"RUU PDP Akan Disahkan di Paripurna, Menkominfo Berikan Apresiasi

Menkominfo @PlateJohnny pun mengapresiasi semua pihak yang terlibat dalam pembentukan RUU Pelindungan Data Pribadi atau RUU PDP yang akan segera disahkan menjadi undang-undang dalam paripurna DPR. https://t.co/T6F2wRFK95",Positif
284,2022-09-08 05:23:21+00:00,AryPrasetyo_85,"Komisi I DPR RI menyetujui Rancangan Undang-Undang Pelindungan Data Pribadi (RUU PDP) yang diajukan oleh Pemerintah dalam Pembahasan di Tingkat I.
@kemkominfo @PlateJohnny @jokowi
https://t.co/E5LUx9X6XI",Netral
285,2022-09-08 05:17:50+00:00,AryPrasetyo_85,"Menkominfo @PlateJohnny, dalam rapat kerja dengan Komisi I DPR di Jakarta, Rabu (7/9/2022) meyakini undang-undang PDP akan meningkatkan kesadaran masyarakat terhadap pentingnya perlindungan data pribadi.
@kemkominfo @jokowi https://t.co/Uk56wXoVDO",Netral
286,2022-09-08 05:16:54+00:00,Aryprasetyo85,"Menteri Komunikasi dan Informatika (Menkominfo) Johnny G. Plate pun mengapresiasi semua pihak yang terlibat dalam pembentukan RUU Pelindungan Data Pribadi atau RUU PDP yang akan segera disahkan menjadi undang-undang dalam paripurna DPR.
@kemkominfo @jokowi @PlateJohnny https://t.co/dtcanr2Zqm",Positif
287,2022-09-08 04:53:44+00:00,tinqts2,"Komisi I DPR Setujui RUU PDP, Menkominfo: Torehan Sejarah Penting Bidang Digital

Komisi I DPR RI telah menyetujui Rancangan Undang-Undang Pelindungan Data Pribadi (RUU PDP)
@PlateJohnny 
@kemkominfo https://t.co/5awSIB5Oax",Positif
288,2022-09-08 02:57:32+00:00,Gajah_Mada01,"Kemenkominfo bersama Komisi I DPR RI menyetujui dan mengeluarkan keputusan bahwa Rancangan Undang-Undang Perlindungan Data Pribadi (RUU PDP) dapat segera disahkan dengan pembahasan lanjutan di Sidang Paripurna.
@PlateJohnny 
@kemkominfo https://t.co/bOn3rtGiGl",Netral
289,2022-09-08 02:50:20+00:00,Dewi__Ku,"Kasus dugaan kebocoran data kembali terjadi di Indonesia. Kali ini, giliran data registrasi kartu SIM yang diduga mengalami kebocoran.

Dengan adanya kasus ini, pengesahan RUU PDP (Rancangan Undang-Undang Perlindungan Data Pribadi) disebut kian penting. 
@kemkominfo
@PlateJohnny https://t.co/7uYPEBQboY",Negatif
290,2022-09-08 01:15:28+00:00,Prabu_dasamuka,@hyang_wisnu @PlateJohnny @kemkominfo dari sini tugas kominfo adalah mengaudit dan memberikan sanksi pada PSE jika ditemukan pelanggaran. @PlateJohnny @kemkominfo,Positif
291,2022-09-07 13:54:34+00:00,Spy_Zone85,"Menkominfo @PlateJohnny pun berharap, jika Rancangan Undang-Undang Perlindungan Data Pribadi disahkan, akan ada tambahan model sanksi yang diberikan.
@kemkominfo @jokowi https://t.co/NGlsALG3LX",Netral
292,2022-09-07 11:56:18+00:00,Marbot_Udien,"@hyang_wisnu @PlateJohnny @kemkominfo Dijelaskan Menkominfo Johnny G Plate, bahwa tugas Kominfo adalah memastikan bahwa penyelenggara sistem elektronik (PSE) seperti Gojek, Google hingga Amazon mematuhi kebijakan di Indonesia, termasuk terkait pengelolaan data.
@PlateJohnny @kemkominfo",Netral
293,2022-09-07 11:32:43+00:00,Cah_Beler,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi @Aryprasetyo85 @miicies @Marbot_Udien @zhymme @03__nakula @DS_yantie @delArdian_ @farrel27 Untuk Kominfo, Menkominfo menuturkan tugasnya terkait memastikan penyelenggara sistem elektronik (PSE) patuh dan jika tidak akan diberikan sanksi. Untuk itu akan dilakukan audit dengan berdasarkan aturan yang ada.
@PlateJohnny @kemkominfo",Positif
294,2022-09-07 06:43:07+00:00,Cah_Beler,"@hyang_wisnu @kemkominfo @PlateJohnny @Aryprasetyo85 @miicies @Marbot_Udien @zhymme @DS_yantie @03__nakula @BertaSurabaya @farrel27 @delArdian_ @D_N4bil5 Dengan adanya kasus kebocoran data, pengesahan RUU PDP (Rancangan Undang-Undang Perlindungan Data Pribadi) disebut kian penting, untuk segera dirampungkan dan disah.
@PlateJohnny @kemkominfo",Positif
295,2022-09-07 06:40:00+00:00,Elbarak_,"Menkominfo Johnny G Plate berharap pembahasan Rencana Undang Undang Perlindungan Data Pribadi di targetkan segera rampung secepatnya.
@kemkominfo @PlateJohnny https://t.co/7ccVR7WmoW",Netral
296,2022-09-07 05:13:04+00:00,Aryprasetyo85,"Dengan adanya kasus ini, pengesahan RUU PDP (Rancangan Undang-Undang Perlindungan Data Pribadi) disebut kian penting.
@kemkominfo @PlateJohnny @jokowi https://t.co/1eAiOKlGEv",Netral
297,2022-09-06 18:59:01+00:00,Rizky2Ratu,"@hyang_wisnu PSE ini hanya merupakan langkah awal bagi penegakan kedaulatan digital Indonesia.
@kemkominfo @PlateJohnny",Positif
298,2022-09-06 16:38:27+00:00,rani_yurama,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi @DivHumas_Polri @BSSN_RI PSE ikut bertanggungjawab untuk memastikan tidak ada data yang bocor.
@kemkominfo @PlateJohnny",Netral
299,2022-09-06 14:24:13+00:00,Blubluskai1,"@kemkominfo @PlateJohnny Jadi gini min, barangkali butuh saran dr millenial. Ada beberapa upaya yg bisa dilakukan klo udah sampe kebobolan data. Pertama, berbenah diri perkuat security system yg ada. Kedua, bikin undang-undang tentang sanksi jika perusahaan bisa sampai bocor datanya, kalau sudah ada -",Netral
300,2022-09-06 12:19:23+00:00,Rizky2Ratu,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi @PlateJohnny juga menjelaskan Badan Siber dan Sandi Negara (BSSN) dan kementerian yang dipimpinnya terus melakukan pendampingan terhadap penyelenggara sistem elektronik (PSE). 
@kemkominfo @PlateJohnny",Netral
301,2022-09-06 11:27:19+00:00,putrivio3,"@hyang_wisnu @kemkominfo @PlateJohnny @jokowi @DivHumas_Polri @BSSN_RI Keamanan data pelanggan memang menjadi tanggung jawabnya PSE, bukannya @kemkominfo",Netral
302,2022-09-05 17:55:11+00:00,TracyPedas,"Kebocoran data bukan dr Kominfo
Sebagai contohnya adanya kebijakan PSE menjadikan PSE ikut bertanggungjawab memastikan tidak ada data yg bocor.
@PlateJohnny @jokowi @DivHumas_Polri @BSSN_RI https://t.co/uy7H5a4Ke0",Positif
303,2022-09-04 12:07:42+00:00,s1b4d,"Kebocoran data pribadi dapat terjadi setiap hari. 

Karena itulah , PSE harus melakukan secara serius 3 hal penting.

@kemkominfo
@PlateJohnny
https://t.co/pyMDue5hdh",Positif
304,2022-09-04 10:41:59+00:00,s1b4d,"Potensi kebocoran data cukup besar.

Oleh karena itu, menkominfo meminta PSE memperhatikan tiga hal. Pertama, Jhonny meminta PSE agar teknologi enkripsi , teknologi keamanan dan digital security ditingkatkan.

@kemkominfo 
@PlateJohnny https://t.co/fSEjqXFDZB",Netral
305,2022-09-04 04:27:02+00:00,s1b4d,"Pendaftaran PSE dan kebocoran data sangat terkait erat. 

Namun, kewajiban melakukan perlindungan ada pada masing-masing PSE , bukan @kemkominfo. 

@PlateJohnny 
@DivHumas_Polri
https://t.co/lnTX4zpwmv",Netral
306,2022-09-04 03:07:46+00:00,19yudith,@hyang_wisnu @kemkominfo @PlateJohnny @Aryprasetyo85 @zhymme @miicies @delArdian_ @erickthohir @FirzaHusainID @DS_yantie Akhirnya Epic Games resmi terdaftar sebagai PSE di Indonesia. @kemkominfo @PlateJohnny,Positif
307,2022-09-04 03:04:19+00:00,19yudith,@hyang_wisnu @kemkominfo @PlateJohnny Seharusnya LBH lebih patut mengajukan permenkominfo no 5/2020 ke Mahkamah Agung (MA) jika ingin membela masyarakat karena pendaftaran PSE sudah tertulis di Undang-Undang. @kemkominfo @PlateJohnny,Negatif
308,2022-09-04 02:12:55+00:00,1ms1C,"Menkominfo @PlateJohnny mengingatkan PSE untuk menerapkan tiga hal penting untuk mencegah kebocoran data.

@kemkominfo https://t.co/9AXKQoTUeb",Netral
