,Tweet,Sentimen
297,pse bertanggungjawab data bocor,netral
298,gin min barangkali butuh saran dr millenial upaya bobol data benah kuat security system bikin undang undang sanksi usaha bocor data,netral
299,badan siber sandi negara bssn menteri pimpin damping selenggara sistem elektronik pse,netral
300,aman data langgan tanggung pse,netral
301,bocor data dr kominfo contoh bijak pse jadi pse bertanggungjawab data bocor,positif
302,bocor data pribadi pse serius,positif
303,potensi bocor data menkominfo pse perhati jhonny pse teknologi enkripsi teknologi aman digital security tingkat,netral
304,daftar pse bocor data kait erat wajib lindung pse,netral
305,epic games resmi daftar pse indonesia,positif
306,lbh patut aju permenkominfo no mahkamah agung ma bela masyarakat daftar pse tulis undang undang,negatif
307,menkominfo pse terap cegah bocor data,netral
308,pse bertanggungjawab data bocor,netral
309,bocor data melulu urus contoh bijak pse jadi pse bertanggungjawab data bocor,netral
310,jaga aman data pribadi langgan tanggung penuh pse,netral
311,pse jaga aman data langgan,netral
312,heboh bocor data sim card contoh cerita bocor data melulu urus kominfo pse bertanggungjawab data bocor,negatif
313,gin enak daftar pse guna ayem,positif
314,menkominfo santuy tanggap gugat lbh salah pse taat daftar,positif
315,menkominfo gamblang daftar pse amanat undang undang protes masyarakat tampung san uji,positif
316,contoh bijak pse jadi pse bertanggungjawab data bocor sisi awam sadar jaga data pribadi,positif
317,menkominfo johnny plate bocor data pribadi detik sadar perhati pse selenggara sistem elektronik,netral
318,menteri komunikasi informatika menkominfo johnny plate bocor data pribadi detik sadar perhati pse,netral
319,amanat undang undang bersih ilegal ruang digital judi online salah satu,netral
320,menkominfo johnny plate bocor data pribadi detik sadar perhati pse,netral
321,data sim card bocor kominfo bocor data melulu urus contoh bijak pse jadi pse bertanggungjawab data bocor,positif
322,tentu atur pasal a undang undang nomor siar undang undang nomor cipta kerja,netral
323,paypal steam daftar pse indonesia,negatif
324,amanat undang undang bersih ilegal ruang digital,positif
325,bocor data masyarakat salah kaprah dlm paham nya kait pse data bocor,positif
326,situs hacker bocor data pln daftar pse blokir,positif
327,paham erti duduk masalah nya salah kaprah kait pse kominfo data bocor,positif
328,salah kaprah wajib jaga aman data guna iya pse,positif
329,pse tanggung aman data langgan,positif
330,wajib pse lindung aman data guna,positif
331,aman data pribadi guna mutlak tanggung pse,positif
332,daftar hak hak pse wajib tunduk hukum laku wilayah daulat nkri,positif
333,hak masyarakat protes uji daftar pse sejati lindung masyarakat,positif
334,bijak tanggap protes netizen caci atur daftar pse mudah jangka,positif
335,kominfo undang usaha teknologi dlm acara itf tsb anataranya traveloka item goto gatebox metaverse kartu prakerja bukalapak halodoc telekomunikasi indonesia gudangada aws telkomsel pedulilindungi,netral
336,lindung data tanggung pse,netral
337,daftar pse bocor data kait,netral
338,jaga data konsumen tanggung pse,netral
339,bocor data pse hubung ya,netral
340,daftar pse bocor data kait,netral
341,daftar pse bobol data langgan pln blokir situs,netral
342,menkominfo lanjut proses verifikasi situs status daftar sistem selenggara sistem elektronik pse kominfo,netral
343,kuhp sah undang undang nomor atur hukum pidana resmi adopsi hukum indonesia,netral
344,pse kuat aman situs mudah retas hacker,netral
345,wajib jaga aman data iya pse,netral
346,bocor data ulang kali alami pse retas website ekstensi bukti rapuh sistem aman,negatif
347,tegak daulat digital indonesia pse,positif
348,bangun pusat data centre dukung atur daftar pse,netral
349,badan siber sandi negara bssn menteri pimpin damping selenggara sistem elektronik pse,netral
350,undang undang dasar ubah kali amandemen ubah sekian model bentuk,netral
351,bocor data pse,negatif
352,pse wajib pasal pulang pergi no perintah jatuh sanksi tegur keluar daftar blokir,netral
353,wajib lindung pse,positif
354,bukti nyata perintah indonesia lindung data pribadi masyarakat daftar pse perintah kelola atur platform global lokal,positif
355,daftar hak hak pse wajib tunduk hukum laku wilayah daulat nkri,positif
356,pesan selenggara sistem elektronik pse waspada bocor data,positif
357,menkominfo pse terap cegah bocor data,netral
358,bahas bocor data ingat pse teknologi enkripsi teknologi aman digital security tingkat pasti sdm situ sdm nya tingkat kualitas ikut kembang teknologi,netral
359,menkominfo bocor data pesan selenggara sistem elektronik pse waspada bocor data jahat digital menit detik,netral
360,masyarakat daftar pse bocor data kait,netral
361,pasal urus aman otoritas pse,netral
362,daftar pse sesuai permen kominfo wajib selenggara sistem elektronik lindung data pribadi,netral
363,menkominfo bocor data beliau pesan selenggara sistem elektronik pse waspada,netral
364,bocor data lalai pse salah,negatif
365,netizen salah kaprah jadi kambing hitam teledor pse jaga data guna,positif
366,netizen salah kaprah jadi kambing hitam teledor pse jaga data guna,positif
367,netizen salah kaprah jadi kambing hitam teledor pse jaga data guna,positif
368,netizen salah kaprah jadi kambing hitam teledor pse menjada data guna,positif
369,menkominfo bocor data beliau pesan selenggara sistem elektronik pse waspada,netral
370,sistem aman data tingkat pse,negatif
371,menkominfo pse perhati hindar potensi bocor data,netral
372,menkominfo pse perhati hindar potensi bocor data,netral
373,potensi bocor data menkominfo pse perhati cegah bocor data,netral
374,pesan pse waspada,netral
375,pesan menteri johnny pse teknologi enkripsi security digital security tingkat mampu,netral
376,menkominfo ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
377,potensi bocor data pse perhati teknologi enkripsi teknologi aman digital security tingkat,netral
378,kapolri instruksi berantas judi online kominfo take down blokir situs judi online tunggu instruksi amanat undang undang,positif
379,amanat undang undang bersih ilegal ruang digital salah ilegal judi online,netral
380,perintah provinsi dki jakarta dukung laksana amanah undang undang harap program nasional analog switch off aso laksana sesuai target,positif
381,perintah provinsi dki jakarta dukung laksana amanah undang undang harap program nasional analog switch off aso laksana sesuai target,positif
382,menteri johnny pse teknologi enkripsi security digital security tingkat mampu,netral
383,menkominfo kapolri instruksi berantas judi online kominfo take down blokir situs judi online tunggu instruksi amanat undang undang,netral
384,kapolri instruksi berantas judi online kominfo take down blokir situs judi online tunggu instruksi amanat undang undang,netral
385,bahas bocor data menkominfo ingat menteri komunikasi informatika menkominfo bocor data pesan selenggara sistem elektronik pse waspada,netral
386,potensi bocor data pse perhati jhonny pse teknologi enkripsi teknologi aman digital security tingkat,netral
387,menteri komunikasi informatika menkominfo johnny g plate bocor data pesan selenggara sistem elektronik pse waspada,netral
388,daftar pse lingkup privat amanat atur menteri komunikasi informatika nomor selenggara sistem elektronik lingkup privat,netral
389,konteks nyata situs daftar pse kominfo situs blokir,netral
390,tampung aspirasi fasilitas diskusi publik rkuhp menteri komunikasi informatika ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp,netral
391,kemenkominfo ajak masyarakat libat diskusi rkuhp aspirasi amp gagas warga harga susun undang undang,positif
392,kemenkominfo ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp menkominfo fasilitas laksana diskusi publik,positif
393,johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
394,pse ga ngejamin,negatif
395,gausah sok an pse deh kyknya,negatif
396,pse daftar operasi wilayah daulat nkri catat daftar hak hak pse wajib tunduk hukum laku wilayah daulat nkri,positif
397,situs daftar pse situs blokir nyata menkominfo,netral
398,menteri kominfo buka ruang diskusi publik luas luas tampung aspirasi kait isu isu kandung rancang kitab undang undang hukum pidana,positif
399,badan siber sandi negara bssn damping selenggara sistem elektronik pse,positif
400,daftar pse bocor data kait netizen nyinyir salah kaprah,positif
401,jadi rancang kitab undang undang hukum pidana kuhp karya monumental,positif
402,buru cari jual forum ga pse tutup forum biar ga cium bau busuk,negatif
403,salah kaprah kait pse kominfo data bocor,netral
404,menkominfo johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,netral
405,menteri ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp menkominfo fasilitas laksana diskusi publik tampung aspirasi buka partisipasi masyarakat,positif
406,menteri ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental turut libat masyarakat sesuai arah presiden september,positif
407,menteri ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp menkominfo fasilitas laksana diskusi publik tampung aspirasi buka partisipasi masyarakat,positif
408,menkominfo ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
409,kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp,positif
410,simak iya bestie biar paham daftar pse mesti tingkat sistem aman biar data bocor wajib daftar pse,positif
411,ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
412,menkominfo ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
413,ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
414,fasilitas diskusi publik rkuhp menkominfo johnny plate tampung aspirasi kominfo ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp,positif
415,ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
416,kominfo ambil aktif sosialisasi rancang undang undang hukum pidana rkuhp menkominfo johnny g plate mudah laksana diskusi publik tampung aspirasi buka partisipasi masyarakat,positif
417,menkominfo johnny g plate kuhp sah undang undang nomor atur hukum pidana resmi adopsi hukum indonesia,netral
418,menkominfo johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
419,menkominfo johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
420,menkominfo johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
421,menteri komunikasi informatika johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
422,ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp menkominfo johnny g plate fasilitas laksana diskusi publik tampung aspirasi buka partisipasi masyarakat,positif
423,catat rkuhp usaha usaha hasil putus rapat batas kabinet undang undang hasil libat komponen masyarakat,positif
424,menteri komunikasi informatika menkominfo johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
425,menteri komunikasi informatika ambil aktif sosialisasi rancang kitab undang undang hukum pidana rkuhp,positif
426,undang undang dasar ubah kali amandemen ubah model bentuk legislasi hal ubah butuh relevan,negatif
427,catat rkuhp usaha usaha hasil putus rapat batas kabinet undang undang hasil libat komponen masyarakat,positif
428,menkominfo johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
429,kemenkominfo ambil aktif sosialisasi rancang undang undang hukum pidana rkuhp menkominfo johnny g plate mudah laksana diskusi publik tampung aspirasi buka partisipasi masyarakat,positif
430,menkominfo johnny g plate kuhp sah undang undang nomor atur hukum pidana resmi adopsi hukum indonesia,netral
431,menkominfo johnny plate jadi khup karya monumental menkominfo johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
432,menkominfo johnny g plate ajak kolaborasi jadi rancang kitab undang undang hukum pidana rkuhp kuhp karya monumental,positif
433,kominfo wajib pse lingkup privat daftar salah kaprah tangkap tuju daftar lindung data pribadi guna,netral
434,beda daftar pse dg bocor data beda,netral
435,salah kaprah kait pse kominfo data bocor sejati daftar pse bocor data kait erat wajib lindung pse,netral
436,salah kaprah kait pse data bocor selenggara sistem elektronik pse aman lindung data pribadi konsumen guna kominfo regulator,positif
437,salah kaprah kait pse kominfo data bocor wajib pse lingkup privat daftar salah kaprah tangkap tuju daftar lindung data pribadi guna,positif
438,salah paham daftar pse kait nya dg lindung data pribadi,netral
439,netizen paham maksud tuju pse salah faham terus,positif
440,daftar pse mesti tingkat sistem aman biar data ga bocor,netral
441,pse lindung data guna,negatif
442,wajib lindung pse,netral
443,salah kaprah tangkap tuju daftar pse lindung data pribadi guna,netral
444,salah kaprah kait pse kominfo data bocor daftar pse kominfo bocor data hubung kait,netral
445,wajib pse lingkup privat daftar salah kaprah tangkap tuju daftar lindung data pribadi guna,positif
446,salah kaprah kait pse kominfo data bocor,netral
447,kait pse bocor data masyarakat paham,netral
448,paham salah kaprah tangkap tuju daftar pse lindung data pribadi guna,positif
449,kait daftar pse dg bocor data kait sayang masyarakat awam sulit paham kait baca yuk biar,positif
450,daftar pse kominfo bocor data hubung kait singkat sayang kait salah paham,netral
451,klaim pse aman data masyarakat omong kosong bocor usaha bobol baik kerja sibuk bantah,negatif
452,bocor data pln indihome urgensi undang rancang undang undang lindung data pribadi ruu pdp uu tangan dpr ri,negatif
453,konteks nyata menkominfo johnny g plate situs daftar pse kominfo situs blokir,positif
454,salah kaprah kait pse kominfo data bocor,netral
455,daftar pse kominfo bocor data hubung kait singkat sayang kait salah paham,netral
456,salah kaprah kait pse kominfo data bocor,netral
457,salah kaprah kait pse kominfo data bocor,netral
458,kominfo wajib pse lingkup privat daftar salah kaprah tangkap tuju daftar lindung data pribadi guna,positif
459,pse program kominfo wajib selenggara jasa digital daftar tuju lindung data pribadi guna mudah data pajak,positif
460,konteks nyata menkominfo johnny g plate situs daftar pse kominfo situs blokir,netral
461,konteks nyata menkominfo johnny g plate situs daftar pse kominfo situs blokir,positif
462,kominfo menteri johnny g plate sasar maki netizen juli kominfo dibuli lantar bijak daftar selenggara sistem elektronik pse lingkup privat,negatif
463,daftar pse operasi wilayah daulat negara satu republik indonesia daftar hak hak pse wajib tunduk hukum laku wilayah daulat nkri,netral
464,pse program kominfo wajib selenggara jasa digital daftar tuju lindung data pribadi guna mudah data pajak,positif
465,daftar pse kominfo bocor data hubung kait singkat sayang kait salah paham,netral
466,daftar pse mesti tingkat sistem aman lindung data pribadi guna,netral
467,sejati daftar pse bocor data kait erat wajib lindung pse,positif
468,daftar pse operasi wilayah daulat negara satu republik indonesia daftar hak hak pse wajib tunduk hukum laku wilayah daulat nkri,positif
469,salah kaprah netizen daftar pse kominfo data bocor daftar pse mohon lindung kominfo ancam retas data pasal urus aman otoritas pse,positif
470,salah kaprah netizen daftar pse data bocor tanya pse tunai wajib daftar pse kominfo,netral
471,salah kaprah netizen daftar pse data bocor daftar pse bocor data kait,positif
472,daftar pse bocor data kait,netral
473,salah kaprah netizen daftar pse kominfo data bocor,netral
474,beda pse bocor data,positif
475,menkominfo proses verifikasi situs status daftar sistem selenggara sistem elektronik pse kominfo,netral
476,situs hacker bocor data pln daftar pse kominfo blokir,netral
477,situs hacker bocor data pln daftar pse kominfo blokir proses verifikasi situs status daftar sistem selenggara sistem elektronik pse kominfo,netral
478,data bocor kominfo madam bakar ulang kali selenggara sistem elektronik pse kelola website lembaga negara kokoh sistem tahan,positif
479,salah kaprah kait pse kominfo data bocor wajib pse lingkup privat daftar salah kaprah tangkap tuju daftar lindung data pribadi guna,positif
480,om joni joni yes papa beres deh undang closethedoor,negatif
481,badan siber sandi negara bssn damping selenggara sistem elektronik pse,positif
482,proses verifikasi situs situs status daftar sistem pse kominfo,netral
483,ulang kali pse kelola website lembaga negara kokoh sistem tahan,netral
484,daftar pse dg bocor data beda,netral
485,daftar pse lingkup privat tuang permen kominfo no akomodasi ancam bocor data pribadi,netral
486,daftar pse lingkup privat tuang permen kominfo no akomodasi ancam bocor data pribadi,positif
487,beda daftar pse lindung data pribadi,netral
488,kait lindung data pribadi pse wajib lindung data pribadi sesuai tentu atur undang undang,netral
489,salah mrk kominfo heran deh wajib jaga data pribadi pse,positif
490,masyarakat paham daftar pse bocor data kait,netral
491,gak paham daftar pse,negatif
492,urus aman otoritas pse,netral
493,salah kaprah pse wajib baca nich,netral
494,bukti tindak tindak situs situs daftar pse kominfo,positif
495,daftar pse kominfo mohon lindung kominfo ancam retas data pasal urus aman otoritas pse,positif
496,sinergi mutlak butuh program aso sesuai jadwal langgar undang undang laku,netral
497,daftar pse tuju selenggara sistem elektronik tunduk amp patuh atur laku indonesia mungut pajak,positif
498,salah kaprah netizen daftar pse kominfo data bocor contoh paypal hasil retas amp data guna bocor pertanggungjawabannya paypal sdh daftar pse kominfo,positif
499,hut ri pse kominfo resah kh agus salim,positif
500,sah uu pdp pse firewall teknologi enkripsi tingkat tahan serang siber terus cepat tangan cegah bijak jejak digital,netral
501,anggota komisi i dpr ri fraksi partai nasdem muhammad farhan uu lindung data pribadi pdp selenggara sistem elektronik pse ikut standar aman siber nasional berita lengkap,netral
502,sah uu pdp perintah awas sanksi pse aman data guna,positif
503,sah uu pdp perintah awas sanksi selenggara sistem elektronik pse,positif
504,pse swasta wajib jaga lindung data pribadi masyarakat sesuai undang undang informasi transaksi elektronik uu ite atur perintah pulang pergi nomor selenggara sistem transaksi elektronik,netral
505,ga fokus ga asumsi kumpul bukti forensik digital operator seluler pse atur segrambyong uu negeri bumn takut facebook beda gugat as,negatif
506,uu ite uu jahat bebas amp bungkam intimidasi korban mahfud mundur menteri uu hapus rkuhp pse system hukum chaos negara ikut jejak afganistan talib,negatif
507,sah ruu pdp perintah menteri kominfo laksana awas tata kelola data pribadi selenggara sistem elektronik pse atur uu pdp,positif
508,ruu lindung data pribadi pdp tuju dpr amp presiden sah ruu pdp perintah kominfo laksana awas tata kelola data pribadi selenggara sistem elektronik pse atur uu pdp,netral
509,sah ruu pdp perintah menteri kominfo laksana awas tata kelola data pribadi selenggara sistem elektronik pse manfaat uu pdp,netral
510,uu lindung data pribadi kominfo awas tata kelola data pribadi pse,netral
511,uu lindung data pribadi kominfo awas tata kelola data pribadi pse,netral
512,uu lindung data pribadi sah kominfo awas tata kelola pse,netral
513,uu pdp menkominfo johnny g plate atur hak hak milik data pribadi atur sanksi pse tata kelola data pribadi proses sistem,netral
514,uu pdp terbit salah wajib pse swasta publik perintah sistem data pribadi masyarakat lindung pse perintah tanggung data bocor tuju rt,netral
515,uu pdp alias undang undang lindung data pribadi udh disahin noh jd kl data pribadi loh muka loh alamat rmh medical record lain disebarin dipublish rilis permisi sm kelen pse publik pny perintah amp pse privat swasta kelen tuntut pidana amp perdata,negatif
516,menkominfo pse swasta wajib jaga lindung data pribadi masyarakat sesuai uu ite pulang pergi nomor selenggara sistem transaksi elektronik,netral
517,ahli nilai atur turun uu lindung data pribadi uu pdp sanksi selenggara sistem elektronik pse lingkup publik perintah,netral
518,menkominfo harap kuat teknologi pse uu pdp sah,positif
519,rancang undang undang lindung data pribadi ruu pdp sah undang undang selasa uu atur hak hak milik data pribadi atur sanksi sanksi selenggara sistem elektronik pse,netral
520,uu pdp siap pse proses data pribadi masyarakat uu pdp tugas jalan pse,netral
521,menkominfo johnny g plate pse swasta wajib jaga lindung data pribadi masyarakat sesuai uu ite pulang pergi nomor selenggara sistem transaksi elektronik,netral
522,ruu pdp uu aman informasi tangan bssn kominfo periksa patuh pse,netral
523,pse swasta wajib jaga lindung data pribadi masyarakat sesuai undang undang informasi transaksi elektronik uu ite atur perintah pulang pergi nomor selenggara sistem transaksi elektronik,netral
524,kena sanksi uu pdp wajib pse lindung data pribadi,netral
525,menkominfo johnny g plate pse swasta wajib jaga lindung data pribadi masyarakat sesuai uu ite atur perintah nomor selenggara sistem transaksi elektronik,netral
526,uu wewenang otoritas pajak platform selenggara sistem elektronik pse marketplace lokapasar mungut potong pajak jual platform prediksi dampak signifikan ekosistem ekonomi digital,netral
527,ruu pdp tetap uu pdp alangkah baik peristiwa retas bjorka jadi momentum pse kelola website bssn benah sistem aman sibernya,negatif
528,jaman vimeo blokir internet cepat pse kualitas aman data naikin muka bahas gera uu lindung data pribadi terbit sempurna but nice move,positif
529,kurang cegah bocor data sisi negara kominfo dpr selesai uu pdp uu pse paksa aman maksimal pratama,netral
530,fokus laku retas juga pertanggungjawaban kominfo hati hati pse kait pasal uu ite prinsip hati hati,negatif
531,uu khusus atur lindung data pribadi tentu tindak curi bocor data pribadi pertanggungjawaban pse kait perintah,negatif
532,udh uu pp dsb lumayan data pribadi warga republik ngamanin data pribadi warga acak kadut merdeka udh ngotot awas pdp dibwh perintah pdhl pse publik rawan bocor heker bjorka ajak rapat via zoom,negatif
533,uu selenggara sistem elektronik pse paksa aman maksimal jaga daulat digital ri,positif
534,juta jiwa planga plongo perintah ga jamin data pribadi warga simpan amp sebar pse publik rumah sakit pamerintah pedulilindungi telkom kemenkes dsb perintah nge push pse privat swasta uu pse laku publik amp privat,negatif
535,heleh kepala suku ko nyalahin satu banyak buang anggar bikin lembaga ramping ajar data bocor guna pse uu lindung data konsumen bocor,negatif
536,atur pse uu pdp sah tegak security anggap nice to have feature ancam pidana kembang sistem lalai,netral
537,dr kmaren perintah melulu ngeluarin statement suka suka rayain ulang pas demo paksa pse dll gilir orang sipil suka suka perintah sadar orang ga ciduk pakai uu ite panik suruh serang oposisi,negatif
538,baca uu no ite pasal andal aman pse baca pres pulang pergi no th mmg regulasi laku hukum abai dasar persepsi salah,negatif
539,kelompok mahasiswa bem jemu gaung dapat rakyat bbm uu cipta kerja pks koar digital pse bocor data aman digital,negatif
540,ga capres metode pse jhonny gk jadi lg janji gakan abuse uu ite menjarain orang ga dapat janji gakan menjarain aktivis ga jamin golong putih fix,negatif
541,berangkat uu lindung data pribadi kemenkominfo bentuk satu kerja auditor aman siber tugas nilai layak pse koleksi kelola pakai informasi sensitif masyarakat rilis publik,negatif
542,pangkal pny uu lindung data pse himpun data rawan disalahgunakan dpr jadi ruu perlind pribadi sbg prioritas,negatif
543,indonesia uu ite isi tega fokus wajib lindung data audit lindung data pse publik privat,netral
544,pdp pse baca atur pse aja tulis kali kali uu ite security fakta atur orang resisten uu ite,negatif
545,jadi kemensos uu pse lalau gertak dengana produk aplikasi kurang kemkominfo kominfo ujung tombak kembang teknologi informasi ekspert bidang it,negatif
546,tugas nya regulator lindung data pegang pse pulang pergi uu pse wajib lindung data simpan,negatif
547,regulasi atur sanksi pse patuh atur uu kumpul lindung data aman cyber tugas tindak pidana cyber tugas,negatif
548,tugas nya regulator lindung data pegang pse pulang pergi uu pse wajib lindung data simpan,negatif
549,kondisi indonesia uu pdp upaya paksa negara pse aman data,netral
550,iya pse kemarin solusi daulat bancak uu lindung data pribadi komisi iii gak selesai,negatif
551,rezim otoriter tiran yng bodoh usaha cegah ide tebar bisa pse uu ite sih biarin chaos ide biar dialektika dripada narasi brainwash nkwe price dead biar cegah kejumutan masyarakat,negatif
552,karya baik kominfo uu ite contoh laksana pse siap bocor data remah remah coba aja tagar korban banyak sewa acara,positif
553,alas ruu pdp ga lolos udh uu skrg udh gampang tuh nuntutnya pse data bocor,negatif
554,kominfo kasih solusi data rakyat indonesia ga open source saking banyak bocor data ngurusin pse bkp aja gilir data bocor rakyat disalahin tunggu uu lindung data pribadi nya iya,negatif
555,waswes wos mbok iya pondasinya dibenerin uu pdp dikerjain masuk klausul aman data pse logika balik boomers kominfo paham ga sih,negatif
556,guna uu ite pse nya lindung data pribadi bocor bocorin uu kontroversial gitu inti gak lindung data privasi gak salah class action,negatif
557,uu ite pse amp rkuhp hapus permanent,negatif
558,ruu pdp sah tabrak dama uu pse wajib akses kominfo lihat chat hapus konten resah,negatif
559,saja wajib daftar pse korelasi pste lindung data pribadi pdp cantum lindung hukum data pribadi uu ite baca kaji lengkap,netral
560,kena uu ite udah takedown duluan pse amp baris buzzerp indonesia,negatif
561,ngelolosin judi online daftar pse langgar uu gak,negatif
562,menkominfo lempar wacana blokir forum uak data curi daftar pse telekomunikasi bin sangkal data bobol uu lindung data pribadi desak sah,negatif
563,menkominfo lempar wacana blokir forum uak data curi daftar pse telekomunikasi bin sangkal data bobol uu lindung data pribadi desak sah,negatif
564,sih jahat serius ehem uu ite kuhp gamblang lindung data pribadi data privacy ruu pdp lindung data pribadi sahkan pakai permenkominfo kemarin teriak pse lha dibiarin,negatif
565,kominfo dikit ngeblokir alas gak daftar pse sah in uu pdp anj uu lindung data pribadi diri independent ga maksa bawah naung lu,negatif
566,website perintah kelas ikan teri bicara uu pse uu ite data langgan gak disecurity wkwkwk,negatif
567,situs ga daftar pse blokir kominfo kasar banget sebenernya sadar biaya proses periksa vonis kena pasal karet uu ite mahal doain cepat sembuh deh,negatif
568,plat merah ga percaya tambah pse uu ite jamin data pribadi aman,negatif
569,pse uu ite kayake gak data bocor bumn ajahh gelap,negatif
570,sisi uu lindung konsumen pse gugat pse perintah atur ngga skripsi baca fresh,negatif
571,coba tanggung lu pse pse lu kemarin bilang jadi gin gak uu nya solusi dr skrng gak suka usik rakyat aja,negatif
572,indihome daftar pse mohon investigasi iya cek tuh logging aktivitas guna detail banget gitu tolong uu pdp selesai biar konsumen nuntut hak,negatif
573,ruu lindung pribadi gimana terap tentang uu pse tentang uu ham,negatif
574,pse langgar pasal uu no hak asasi manusia orang hak komunikasi oleh informasi kembang pribadi lingkung sosial pergi pse bubar kominfo,negatif
575,min lupa usaha kurang angka miskin senjang sosial baik lingkung lepas ubah iklim revisi uu ite hubung pse,negatif
576,atur uu pse daftar indonesia,netral
577,pse rugi hak hak masyarakat tindak patuh undang undang uu,negatif
578,pse rugi hak hak masyarakat tindak patuh undang undang uu daftar,negatif
579,menkominfo daftar pse amanat uu lindung masyarakat wajib tegak hukum indonesia,positif
580,menkominfo daftar pse amanat uu lindung masyarakat wajib tegak hukum indonesia,positif
581,menkominfo daftar pse amanat uu lindung masyarakat wajib tegak hukum indonesia,positif
582,menkominfo daftar pse amanat uu lindung masyarakat wajib tegak hukum indonesia,positif
583,daftar pse sesuai uu jaga aman ruang digital indonesia,positif
584,johnny pse rugi hak hak masyarakat tindak patuh undang undang uu,positif
585,daftar pse sesuai uu trus mana ya,positif
586,pse rugi hak hak masyarakat tindak patuh uu,positif
587,daftar pse akibat pse blokir akibat gagal daftar masyarakat rugi pse rugi hak hak masyarakat tindak patuh uu,negatif
588,pse rugi hak hak masyarakat tindak patuh uu,positif
589,uu amanat segenap amp pse operasi daftar iya lucu marah sm menkominfo,positif
590,daftar pse sesuai amanat uu uu amanat segenap amp pse operasi negeri lokal global daftar,netral
591,amat nilai terap pse gesa gesa uu lindung data guna sah,negatif
592,beres pse psef sebab langgar pulang pergi uu distribusi produk sehat jual produk sehat pabrikan konsumen langsung kapitalis pesta pora gara menkominfo,negatif
593,gugat salah alamat dasar sesuai dg uu payung hukum gugat mesti alamat pse taat atur rugi guna masyarakat,negatif
594,atur wajib terap laksana pse amanat uu cipta kerja,positif
595,pse rugi hak hak masyarakat tindak patuh uu,positif
596,pse rugi hak hak masyarakat tindak patuh uu,positif
597,pse rugi hak hak masyarakat tindak patuh uu,positif
598,pse rugi hak hak masyarakat tindak patuh undang undang uu daftar,positif
599,gagal daftar pse akibat pse blokir akibat gagal daftar masyarakat rugi menkominfo pse rugi hak hak masyarakat tindak patuh uu,netral
600,gagal pse daftar akibat pse blokir akibat gagal daftar masyarakat rugi pse rugi hak hak masyarakat tindak patuh undang undang uu,netral
601,gugat pse tri johnny daftar pse amanat uu lindung warga menteri kominfo daftar selenggara sistem elektronik pse lindung penting masyarakat bangsa,netral
602,gagal daftar pse akibat pse blokir akibat gagal daftar masyarakat rugi menkominfo pse rugi hak hak masyarakat tindak patuh uu,netral
603,terimakasih debt trap china bangun infrastruktur ugal an gak pakai feasibility study gak kepake omnibus law uu minerba korupsi bansos lemah kpk pse upaya batas opini bangkit dwifungsi polri tni komisaris buzzerp rkuhp,negatif
604,guna pse amp rkuhp kmrn pse aparat data guna sensor amp rkuhp tutup mulut kritik uu ite karet gelang terap,negatif
605,uu pse emg beneran realisasi si rem,negatif
606,pse telanjang adab digital era digital media sosial sanksi hukum milik uu ite payung hukum,positif
607,jadi blokir isu kembang liar kendali dukung situs judi proyek pse triliun langkah uu doxingg isu kembang,negatif
608,iya data guna private pasal karet uu ite takut pse jembatan implementasi national dns,negatif
609,did you even read the post blokir an uu ite amp pse jadi politikus sbg senjata tangkap orang dapat proses sidang,negatif
610,gak bicara dns nasional bukti uu ite regulasi pse rugi masyarakat lindung rakyat tegak daulat negara bullshit,negatif
